"ID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"PROKKA_00001_igtop"	141.387316691456	0.131018601136233	0.253382811453834	0.517077699092876	0.605101920505172	0.998745989301705
"PROKKA_00001_igbot"	10.8290162545568	-0.142409791714489	0.633093187859875	-0.224942859037696	0.822023726878546	0.998745989301705
"PROKKA_00001_sense"	881.455611787221	0.00419466309308736	0.183168760225467	0.0229005376676898	0.981729611512213	0.998745989301705
"PROKKA_00001_antis"	19.0400688396259	0.648293962123861	0.462711832891802	1.40107495862431	0.161191658968716	0.97803947685988
"PROKKA_00002_igtop"	21.1064696075533	0.585206322817052	0.439231357766663	1.33234185690343	0.182747878707888	0.995589173802368
"PROKKA_00002_sense"	685.515637623459	-0.0175854757275247	0.183425343494217	-0.095872660737741	0.923621708107796	0.998745989301705
"PROKKA_00002_antis"	7.20882982056291	0.886448940368828	0.708556154545424	1.25106377904166	0.210911209117451	0.998745989301705
"PROKKA_00003_igtop"	2.19311439593571	-2.53609895662317	1.59216610200149	-1.59286079099101	0.111191423929403	NA
"PROKKA_00003_sense"	1738.23112911573	-0.166006539728207	0.234756644850105	-0.707143092090977	0.4794775591304	0.998745989301705
"PROKKA_00003_antis"	10.0507794073794	0.459735409410009	0.615442489989898	0.746999787774735	0.455063688940178	0.998745989301705
"PROKKA_00004_sense"	968.392114143169	-0.112874564576089	0.187704942035883	-0.60134039813673	0.547613287613767	0.998745989301705
"PROKKA_00004_antis"	61.6519044897137	0.226939760199403	0.329799914532946	0.688113459704162	0.491381335122302	0.998745989301705
"PROKKA_00005_sense"	84.0649007976017	0.267350006697259	0.288221717994914	0.927584529566843	0.353623125644682	0.998745989301705
"PROKKA_00005_antis"	12.5726609917132	-0.605400977799676	0.544548294010891	-1.11174892008305	0.266246119703056	0.998745989301705
"PROKKA_00006_igbot"	5.43111069551379	-0.148307819844328	0.798491873102335	-0.185734914581053	0.852652646818364	NA
"PROKKA_00006_sense"	118.447918902941	0.239206082684086	0.243253259680985	0.98336229079846	0.325429162593279	0.998745989301705
"PROKKA_00006_antis"	9.49607129541501	0.968206558775262	0.65434740823955	1.47965216425341	0.138966097699594	0.951060631658852
"PROKKA_00007_igtop"	5.94719596313036	0.796205292249176	0.818367142879392	0.972919427639482	0.330593348508073	NA
"PROKKA_00007_sense"	3.39779073234465	0.907510987313858	1.0391187595952	0.873346745917076	0.382474108327156	NA
"PROKKA_00007_antis"	7.59824425102324	-0.319165951605021	0.683532953605289	-0.46693571966294	0.640545868483647	0.998745989301705
"PROKKA_00008_sense"	343.92795653001	-0.508331855506182	0.213295819464797	-2.3832246538244	0.0171617175951246	0.493577133373904
"PROKKA_00008_antis"	8.77470284431894	-0.29103819756774	0.67729939738381	-0.429703907447619	0.667411040676327	0.998745989301705
"PROKKA_00009_sense"	270.085672518828	-0.19419714371068	0.217556512683858	-0.892628500590452	0.372056151265734	0.998745989301705
"PROKKA_00009_antis"	5.62888134162473	0.277626174195245	0.797433431890533	0.348149654996351	0.727727794813925	NA
"PROKKA_00010_igtop"	9.17540719022792	0.675907075231918	0.694824440536865	0.972773891934011	0.330665691225503	0.998745989301705
"PROKKA_00010_sense"	17.1634229186418	0.0119398394543057	0.533893311906123	0.0223637179714384	0.982157821973074	0.998745989301705
"PROKKA_00011_igtop"	71.4989483608984	0.859699203180498	0.304060455921406	2.82739562622611	0.00469283106669428	0.239789446807876
"PROKKA_00011_sense"	466.385812905875	0.114532862656478	0.195166367743934	0.586847334304803	0.557306243282376	0.998745989301705
"PROKKA_00011_antis"	18.0754275226045	0.750088438782032	0.500340784186472	1.49915510086118	0.133833399865427	0.948595859037024
"PROKKA_00012_igtop"	114.064283832149	0.126922752127138	0.299246311960713	0.424141408111325	0.671462688398743	0.998745989301705
"PROKKA_00012_sense"	56.8193643149059	0.311276639124546	0.327681466138827	0.949936664994868	0.342144435248409	0.998745989301705
"PROKKA_00012_antis"	2.93375756429259	0.235493090655386	1.06868476523655	0.22035786259502	0.825592459601171	NA
"PROKKA_00013_igtop"	15.9681156166116	0.447757210681144	0.538236187220359	0.831897262414702	0.40546693722282	0.998745989301705
"PROKKA_00013_sense"	54.1105193491128	0.35472468043641	0.312371083918405	1.13558744294356	0.256129266632611	0.998745989301705
"PROKKA_00013_antis"	16.2290825766841	0.0602453507262004	0.515873653636841	0.116783150877116	0.907031896031895	0.998745989301705
"PROKKA_00014_igtop"	3.09551329034333	-0.245848934356979	1.08962414796787	-0.225627281494708	0.821491320375217	NA
"PROKKA_00014_sense"	7.61860647507396	0.222980203459882	0.694552251360838	0.321041653846772	0.748178825074861	0.998745989301705
"PROKKA_00014_antis"	12.0161029505114	-0.191757108666055	0.551161593984033	-0.347914496871874	0.727904397701749	0.998745989301705
"PROKKA_00015_igtop"	4.90995279292214	-0.277151867715011	0.837323727833719	-0.330997269636731	0.740646547937425	NA
"PROKKA_00015_igbot"	18.1829080259161	0.587927222844798	0.465751156424517	1.26232047894031	0.206833490579573	0.998745989301705
"PROKKA_00015_sense"	12.3891364882026	0.230693265474676	0.554982023717988	0.415677005048188	0.677646369938158	0.998745989301705
"PROKKA_00016_igbot"	23.6468927454487	-0.07834943653736	0.417083072890209	-0.18785091419422	0.850993522403886	0.998745989301705
"PROKKA_00016_sense"	155.854074889533	0.0649281112810671	0.240946223813132	0.26947137935402	0.787566963857673	0.998745989301705
"PROKKA_00016_antis"	2.49384934173364	-1.52885262017892	1.21244901707443	-1.26096239812866	0.207322394968798	NA
