  locus,TER1,TER2,TER3,TER7,TER8,TER9
PROKKA_00013_antis,12,6,23,6,15,8
PROKKA_00014_igtop,1,0,4,0,2,0
PROKKA_00014_igbot,0,0,0,0,0,0
PROKKA_00014_sense,4,11,2,6,3,3
PROKKA_00014_antis,7,8,17,3,5,2
PROKKA_00015_igtop,2,0,11,6,7,2
PROKKA_00015_igbot,21,17,22,14,12,6
PROKKA_00015_sense,18,13,9,4,9,10
PROKKA_00015_antis,0,0,2,0,0,0
PROKKA_00016_igtop,1,0,0,0,0,0
PROKKA_00016_igbot,20,15,36,17,12,14
PROKKA_00016_sense,218,160,163,118,144,106
PROKKA_00016_antis,7,3,4,5,2,6
PROKKA_00017_igtop,0,0,0,0,0,0
PROKKA_00017_igbot,5,0,1,0,0,0
PROKKA_00017_sense,81,52,55,28,32,20
PROKKA_00017_antis,1,2,0,0,0,0
PROKKA_00018_igtop,0,0,0,0,0,0
PROKKA_00018_igbot,0,0,0,0,0,0
PROKKA_00018_sense,78,72,78,37,36,28
PROKKA_00018_antis,0,0,0,0,0,2
PROKKA_00019_igtop,0,0,1,0,0,0
PROKKA_00019_igbot,1,8,16,3,7,0
PROKKA_00019_sense,785,793,1011,458,623,411
PROKKA_00019_antis,5,3,29,6,4,7
PROKKA_00020_igtop,69,91,234,112,110,132
PROKKA_00020_igbot,182,216,606,196,282,233
PROKKA_00020_sense,302,376,312,234,316,248
PROKKA_00020_antis,2,5,5,3,4,2
PROKKA_00021_igtop,1,1,0,1,1,0
PROKKA_00021_igbot,0,0,0,0,0,0
PROKKA_00021_sense,0,0,0,0,0,0
PROKKA_00021_antis,0,0,1,0,1,1
PROKKA_00022_igtop,76,38,128,57,30,43
PROKKA_00022_igbot,0,0,0,0,0,0
PROKKA_00022_sense,18,11,20,20,6,4
PROKKA_00022_antis,4,6,6,5,8,5
PROKKA_00023_igtop,0,1,0,0,0,0
PROKKA_00023_igbot,2,0,0,0,0,0
PROKKA_00023_sense,13,12,21,11,24,7
PROKKA_00023_antis,10,5,6,7,3,1
PROKKA_00024_igtop,5,9,6,14,8,5
PROKKA_00024_igbot,0,0,2,0,0,0
PROKKA_00024_sense,103,102,125,81,144,67
PROKKA_00024_antis,6,3,7,9,8,6
PROKKA_00025_igtop,1,5,2,5,1,0
PROKKA_00025_igbot,1,0,0,0,0,0
PROKKA_00025_sense,24,17,41,18,22,15
PROKKA_00025_antis,0,0,5,2,2,1
PROKKA_00026_igtop,10,16,27,29,67,10
PROKKA_00026_igbot,2,0,1,0,0,1
PROKKA_00026_sense,17,19,13,10,14,7
PROKKA_00026_antis,2,2,0,0,2,0
PROKKA_00027_igtop,0,0,0,0,0,0
PROKKA_00027_igbot,0,0,0,0,0,0
PROKKA_00027_sense,5,3,4,3,2,2
PROKKA_00027_antis,0,0,0,1,1,0
PROKKA_00028_igtop,1,0,0,0,0,0
PROKKA_00028_igbot,0,1,0,0,1,0
PROKKA_00028_sense,0,1,2,1,1,1
PROKKA_00028_antis,0,0,1,0,0,0
PROKKA_00029_igtop,0,0,0,0,0,0
PROKKA_00029_igbot,0,0,0,0,0,0
PROKKA_00029_sense,2,0,1,1,0,0
PROKKA_00029_antis,0,2,1,5,4,2
PROKKA_00030_igtop,0,0,0,0,0,0
PROKKA_00030_igbot,0,0,0,0,0,0
PROKKA_00030_sense,2,1,0,2,1,0
PROKKA_00030_antis,1,0,1,1,1,0
PROKKA_00031_igtop,0,0,0,0,0,0
PROKKA_00031_igbot,0,0,0,0,0,0
PROKKA_00031_sense,8,1,5,1,3,4
PROKKA_00031_antis,8,4,7,4,4,5
PROKKA_00032_igtop,9,1,10,1,7,2
PROKKA_00032_igbot,0,0,1,0,0,2
PROKKA_00032_sense,12,5,18,18,11,4
PROKKA_00032_antis,2,0,3,1,5,1
PROKKA_00033_igtop,0,0,0,0,0,0
PROKKA_00033_igbot,0,0,0,0,0,0
PROKKA_00033_sense,1,3,2,2,2,4
PROKKA_00033_antis,0,3,2,1,0,2
PROKKA_00034_igtop,0,0,0,0,0,0
PROKKA_00034_igbot,0,0,0,0,0,0
PROKKA_00034_sense,3,4,2,3,2,1
PROKKA_00034_antis,2,3,2,2,3,0
PROKKA_00035_igtop,0,0,0,0,0,0
PROKKA_00035_igbot,0,0,0,0,0,0
PROKKA_00035_sense,6,10,13,12,10,11
PROKKA_00035_antis,26,16,20,20,14,12
PROKKA_00036_igtop,0,0,0,0,0,0
PROKKA_00036_igbot,2,0,2,2,2,0
PROKKA_00036_sense,25,30,45,21,19,18
PROKKA_00036_antis,0,2,0,1,1,0
PROKKA_00037_igtop,0,0,0,0,0,0
PROKKA_00037_igbot,0,0,0,0,0,0
PROKKA_00037_sense,191,181,211,203,246,139
PROKKA_00037_antis,12,15,13,12,25,14
PROKKA_00038_igtop,9,4,6,1,8,1
PROKKA_00038_igbot,0,0,0,0,0,0
PROKKA_00038_sense,16,8,27,25,33,29
PROKKA_00038_antis,2,2,0,2,4,0
PROKKA_00039_igtop,32,17,13,16,16,7
PROKKA_00039_igbot,1,0,0,0,0,0
PROKKA_00039_sense,60,35,62,18,58,28
PROKKA_00039_antis,2,0,2,1,1,1
PROKKA_00040_igtop,1089,808,2609,577,1439,1173
PROKKA_00040_igbot,7,8,12,5,13,9
PROKKA_00040_sense,213,64,238,87,136,104
PROKKA_00040_antis,2,7,9,2,4,9
PROKKA_00041_igtop,13,11,15,9,13,5
PROKKA_00041_igbot,8,4,10,1,7,8
PROKKA_00041_sense,5,15,8,5,9,5
PROKKA_00041_antis,0,0,0,0,0,0
PROKKA_00042_igtop,0,0,0,0,0,0
PROKKA_00042_igbot,0,0,0,0,0,0
PROKKA_00042_sense,1252,998,1120,702,1144,990
PROKKA_00042_antis,46,44,38,36,27,46
PROKKA_00043_igtop,2366,1996,1965,1489,3287,1875
PROKKA_00043_igbot,386,376,433,372,371,519
PROKKA_00043_sense,668,503,794,501,759,486
PROKKA_00043_antis,148,105,172,62,126,81
PROKKA_00044_igtop,226,168,392,273,506,283
PROKKA_00044_igbot,1343,822,1061,388,213,582
PROKKA_00044_sense,2,6,11,3,15,3
PROKKA_00044_antis,3,1,3,0,1,0
PROKKA_00045_igtop,962,995,1002,951,1821,1230
PROKKA_00045_igbot,121,133,138,100,101,130
PROKKA_00045_sense,7,8,9,6,7,5
PROKKA_00045_antis,9,15,12,4,5,4
PROKKA_00046_igtop,4,0,11,4,3,2
PROKKA_00046_igbot,1,0,1,3,2,2
PROKKA_00046_sense,14,20,35,7,15,12
PROKKA_00046_antis,1,3,1,0,1,3
PROKKA_00047_igtop,0,0,1,1,0,0
PROKKA_00047_igbot,0,0,0,0,0,0
PROKKA_00047_sense,2,5,3,0,1,1
PROKKA_00047_antis,8,7,15,10,8,6
PROKKA_00048_igtop,0,0,0,0,0,0
PROKKA_00048_igbot,0,0,0,0,0,0
PROKKA_00048_sense,1,0,3,1,3,2
PROKKA_00048_antis,1,0,0,0,1,0
PROKKA_00049_igtop,1,2,3,5,1,2
PROKKA_00049_igbot,9,4,10,7,9,9
PROKKA_00049_sense,15,11,11,10,12,4
PROKKA_00049_antis,4,4,3,1,9,2
PROKKA_00050_igtop,360,325,348,105,65,98
PROKKA_00050_igbot,3,2,2,3,15,4
PROKKA_00050_sense,669,493,533,182,212,237
PROKKA_00050_antis,3,2,8,0,7,6
PROKKA_00051_igtop,18,18,34,6,6,9
PROKKA_00051_igbot,0,0,0,0,0,0
PROKKA_00051_sense,76,35,122,24,17,25
PROKKA_00051_antis,1,0,0,0,0,0
PROKKA_00052_igtop,0,0,0,0,0,0
PROKKA_00052_igbot,0,0,0,0,0,0
PROKKA_00052_sense,61,52,45,11,14,10
PROKKA_00052_antis,1,0,3,0,2,0
PROKKA_00053_igtop,0,0,0,0,0,0
PROKKA_00053_igbot,0,0,0,0,0,0
PROKKA_00053_sense,1,0,0,0,2,0
PROKKA_00053_antis,7,5,21,5,4,5
PROKKA_00054_igtop,1,3,5,3,3,1
PROKKA_00054_igbot,3,0,0,1,4,1
PROKKA_00054_sense,0,1,0,3,3,2
PROKKA_00054_antis,4,9,11,10,5,1
PROKKA_00055_igtop,8,5,18,6,11,8
PROKKA_00055_igbot,2,3,1,0,7,4
PROKKA_00055_sense,9,4,4,4,9,2
PROKKA_00055_antis,1,6,1,0,7,1
PROKKA_00056_igtop,0,0,0,0,1,0
PROKKA_00056_igbot,0,1,1,0,0,0
PROKKA_00056_sense,1,0,0,0,1,2
PROKKA_00056_antis,5,4,8,11,5,7
PROKKA_00057_igtop,15,6,21,13,11,6
PROKKA_00057_igbot,37,32,42,33,52,27
PROKKA_00057_sense,1,0,0,1,2,0
PROKKA_00057_antis,2,2,2,4,2,2
PROKKA_00058_igtop,0,0,0,0,0,0
PROKKA_00058_igbot,0,0,0,0,0,0
PROKKA_00058_sense,1,0,3,1,1,0
PROKKA_00058_antis,0,0,0,0,1,0
PROKKA_00059_igtop,0,0,0,0,0,0
PROKKA_00059_igbot,17,4,7,11,7,4
PROKKA_00059_sense,9,23,23,13,29,12
PROKKA_00059_antis,0,0,1,0,2,0
PROKKA_00060_igtop,0,0,1,0,0,0
PROKKA_00060_igbot,21,12,24,19,18,22
PROKKA_00060_sense,66,41,56,16,47,17
PROKKA_00060_antis,0,1,1,0,0,2
PROKKA_00061_igtop,0,0,0,0,0,0
PROKKA_00061_igbot,1,0,0,0,1,1
PROKKA_00061_sense,22,8,17,10,5,9
PROKKA_00061_antis,1,0,1,0,4,0
PROKKA_00062_igtop,1,2,3,0,2,0
PROKKA_00062_igbot,0,0,0,0,0,0
PROKKA_00062_sense,1,2,3,1,0,0
PROKKA_00062_antis,2,1,1,2,4,0
PROKKA_00063_igtop,0,0,0,0,0,0
PROKKA_00063_igbot,0,0,0,0,0,0
PROKKA_00063_sense,1,1,0,1,0,0
PROKKA_00063_antis,0,0,0,0,0,0
PROKKA_00064_igtop,0,1,0,1,5,0
PROKKA_00064_igbot,0,0,0,0,0,0
PROKKA_00064_sense,9,2,6,2,3,1
PROKKA_00064_antis,0,0,0,0,0,0
PROKKA_00065_igtop,47,57,69,25,32,37
PROKKA_00065_igbot,0,0,0,1,0,0
PROKKA_00065_sense,55,36,39,14,20,13
PROKKA_00065_antis,3,4,5,2,3,0
PROKKA_00066_igtop,0,0,0,0,0,0
PROKKA_00066_igbot,0,0,0,0,0,0
PROKKA_00066_sense,3,0,2,0,1,0
PROKKA_00066_antis,3,1,1,2,1,1
PROKKA_00067_igtop,0,0,2,0,0,0
PROKKA_00067_igbot,0,0,0,0,1,0
PROKKA_00067_sense,0,0,5,0,4,0
PROKKA_00067_antis,1,1,0,0,0,0
PROKKA_00068_igtop,0,0,0,0,0,1
PROKKA_00068_igbot,7,4,6,6,3,3
PROKKA_00068_sense,9,6,14,8,12,9
PROKKA_00068_antis,6,5,7,7,4,5
PROKKA_00069_igtop,0,0,0,0,0,0
PROKKA_00069_igbot,0,0,0,0,0,0
PROKKA_00069_sense,25,7,27,13,24,19
PROKKA_00069_antis,6,14,16,7,5,2
PROKKA_00070_igtop,0,0,0,0,0,0
PROKKA_00070_igbot,0,0,1,0,0,0
PROKKA_00070_sense,21,13,19,6,24,15
PROKKA_00070_antis,1,1,3,0,3,4
PROKKA_00071_igtop,0,0,0,0,0,0
PROKKA_00071_igbot,0,0,0,0,0,0
PROKKA_00071_sense,36,18,63,42,42,28
PROKKA_00071_antis,1,0,0,0,0,0
PROKKA_00072_igtop,7,8,10,9,12,3
PROKKA_00072_igbot,0,0,0,0,0,0
PROKKA_00072_sense,254,198,167,201,334,210
PROKKA_00072_antis,5,3,9,3,0,1
PROKKA_00073_igtop,0,0,0,0,0,0
PROKKA_00073_igbot,0,0,0,0,0,0
PROKKA_00073_sense,21,27,24,19,43,16
PROKKA_00073_antis,0,0,0,0,0,0
PROKKA_00074_igtop,2,0,3,3,0,0
PROKKA_00074_igbot,0,0,0,0,0,0
PROKKA_00074_sense,1,2,4,1,3,4
PROKKA_00074_antis,13,1,7,6,9,1
PROKKA_00075_igtop,0,0,0,1,0,0
PROKKA_00075_igbot,4,4,0,3,2,2
PROKKA_00075_sense,339,243,280,117,187,105
PROKKA_00075_antis,1,1,4,0,0,1
PROKKA_00076_igtop,0,0,1,0,0,0
PROKKA_00076_igbot,200,144,280,145,271,149
PROKKA_00076_sense,437,331,414,347,333,301
PROKKA_00076_antis,8,9,12,10,12,7
PROKKA_00077_igtop,0,0,0,0,0,0
PROKKA_00077_igbot,0,0,0,0,0,0
PROKKA_00077_sense,12,5,9,8,12,3
PROKKA_00077_antis,0,0,0,2,0,0
PROKKA_00078_igtop,0,0,0,0,0,0
PROKKA_00078_igbot,0,0,0,0,0,0
PROKKA_00078_sense,0,0,0,0,0,0
PROKKA_00078_antis,2,0,0,0,0,0
PROKKA_00079_igtop,0,0,0,0,0,0
PROKKA_00079_igbot,1,5,2,0,11,4
PROKKA_00079_sense,83,73,76,29,47,33
PROKKA_00079_antis,0,2,1,1,5,5
PROKKA_00080_igtop,0,0,0,0,0,0
PROKKA_00080_igbot,0,0,0,0,0,0
PROKKA_00080_sense,21,12,24,8,24,14
PROKKA_00080_antis,0,0,0,1,0,0
PROKKA_00081_igtop,0,0,0,0,0,0
PROKKA_00081_igbot,6,2,2,0,2,1
PROKKA_00081_sense,11,9,9,4,5,7
PROKKA_00081_antis,0,0,1,3,0,0
PROKKA_00082_igtop,0,0,0,0,0,0
PROKKA_00082_igbot,0,0,0,0,0,0
PROKKA_00082_sense,133,114,130,68,111,82
PROKKA_00082_antis,2,1,10,2,7,3
PROKKA_00083_igtop,0,0,0,0,0,0
PROKKA_00083_igbot,0,0,0,0,0,0
PROKKA_00083_sense,27,21,20,18,19,9
PROKKA_00083_antis,0,0,0,0,0,2
PROKKA_00084_igtop,0,0,0,0,0,0
PROKKA_00084_igbot,0,0,0,0,0,0
PROKKA_00084_sense,27,8,19,17,19,14
PROKKA_00084_antis,2,0,2,3,2,0
PROKKA_00085_igtop,0,0,0,0,0,0
PROKKA_00085_igbot,0,0,0,0,0,0
PROKKA_00085_sense,19,19,11,6,21,8
PROKKA_00085_antis,1,1,1,0,0,0
PROKKA_00086_igtop,0,0,1,0,0,0
PROKKA_00086_igbot,3,2,2,2,2,8
PROKKA_00086_sense,115,100,129,87,184,96
PROKKA_00086_antis,0,0,2,4,1,1
PROKKA_00087_igtop,1023,603,1152,2176,2099,1814
PROKKA_00087_igbot,628,359,437,646,718,384
PROKKA_00087_sense,466,202,242,191,386,218
PROKKA_00087_antis,0,0,0,1,0,0
PROKKA_00088_igtop,12,3,17,7,16,5
PROKKA_00088_igbot,0,0,0,1,0,0
PROKKA_00088_sense,314,165,222,114,185,153
PROKKA_00088_antis,0,1,4,0,0,0
PROKKA_00089_igtop,13,7,15,10,15,15
PROKKA_00089_igbot,0,0,0,0,0,0
PROKKA_00089_sense,810,573,801,267,487,390
PROKKA_00089_antis,4,6,14,4,16,2
PROKKA_00090_igtop,35,24,45,15,15,22
PROKKA_00090_igbot,0,2,0,0,0,0
PROKKA_00090_sense,161,108,137,39,46,49
PROKKA_00090_antis,0,0,5,1,1,4
PROKKA_00091_igtop,13,3,6,3,1,4
PROKKA_00091_igbot,1,0,1,1,0,0
PROKKA_00091_sense,12,4,9,2,8,3
PROKKA_00091_antis,2,0,1,0,0,0
PROKKA_00092_igtop,0,0,0,0,0,0
PROKKA_00092_igbot,0,0,0,0,0,0
PROKKA_00092_sense,28,15,14,9,20,7
PROKKA_00092_antis,0,1,3,3,1,5
PROKKA_00093_igtop,0,0,0,0,0,0
PROKKA_00093_igbot,0,0,0,0,0,0
PROKKA_00093_sense,26,10,33,12,17,17
PROKKA_00093_antis,0,0,3,0,2,0
PROKKA_00094_igtop,0,0,0,0,0,0
PROKKA_00094_igbot,0,0,0,0,0,0
PROKKA_00094_sense,54,42,37,25,50,37
PROKKA_00094_antis,0,0,0,0,0,1
PROKKA_00095_igtop,0,0,0,0,0,0
PROKKA_00095_igbot,0,0,0,0,0,0
PROKKA_00095_sense,121,77,109,51,66,47
PROKKA_00095_antis,0,2,5,1,2,2
PROKKA_00096_igtop,0,0,9,3,1,0
PROKKA_00096_igbot,0,0,0,0,0,0
PROKKA_00096_sense,89,84,116,34,55,35
PROKKA_00096_antis,10,8,10,5,6,5
PROKKA_00097_igtop,2,1,1,0,0,0
PROKKA_00097_igbot,0,2,3,1,3,2
PROKKA_00097_sense,18,22,22,10,12,13
PROKKA_00097_antis,1,1,7,3,0,2
PROKKA_00098_igtop,0,0,0,0,0,0
PROKKA_00098_igbot,0,0,0,0,0,0
PROKKA_00098_sense,205,146,140,61,106,89
PROKKA_00098_antis,5,3,6,6,3,2
PROKKA_00099_igtop,0,0,0,0,0,0
PROKKA_00099_igbot,0,0,0,1,0,0
PROKKA_00099_sense,138,61,253,98,128,116
PROKKA_00099_antis,0,1,4,3,0,3
PROKKA_00100_igtop,26,13,25,40,77,20
PROKKA_00100_igbot,2,1,0,0,1,1
PROKKA_00100_sense,68,67,65,46,80,41
PROKKA_00100_antis,4,1,3,0,2,2
PROKKA_00101_igtop,0,0,0,0,0,0
PROKKA_00101_igbot,0,0,0,0,0,0
PROKKA_00101_sense,2,0,1,0,4,0
PROKKA_00101_antis,0,0,1,1,1,0
PROKKA_00102_igtop,0,0,0,0,0,0
PROKKA_00102_igbot,0,0,0,0,0,0
PROKKA_00102_sense,2,1,2,0,3,0
PROKKA_00102_antis,1,0,0,1,0,0
PROKKA_00103_igtop,0,0,0,0,0,0
PROKKA_00103_igbot,0,0,0,0,0,0
PROKKA_00103_sense,1,1,5,4,5,3
PROKKA_00103_antis,0,0,0,0,0,0
PROKKA_00104_igtop,0,0,0,0,0,0
PROKKA_00104_igbot,0,0,0,0,0,0
PROKKA_00104_sense,253,227,192,154,363,214
PROKKA_00104_antis,16,13,23,16,49,18
PROKKA_00105_igtop,3,7,6,5,6,7
PROKKA_00105_igbot,2,0,3,0,0,3
PROKKA_00105_sense,53,31,66,19,44,19
PROKKA_00105_antis,5,5,12,2,3,7
PROKKA_00106_igtop,0,0,0,0,0,0
PROKKA_00106_igbot,0,0,0,0,0,0
PROKKA_00106_sense,8,7,3,7,3,3
PROKKA_00106_antis,1,1,1,3,2,0
PROKKA_00107_igtop,87,120,187,55,102,75
PROKKA_00107_igbot,28,15,39,23,48,17
PROKKA_00107_sense,117,75,141,62,81,57
PROKKA_00107_antis,2,5,7,2,2,3
PROKKA_00108_igtop,13,5,14,6,4,6
PROKKA_00108_igbot,3,1,1,2,3,3
PROKKA_00108_sense,1,2,1,4,5,1
PROKKA_00108_antis,9,7,14,3,6,3
PROKKA_00109_igtop,0,0,0,0,0,0
PROKKA_00109_igbot,0,0,0,0,0,0
PROKKA_00109_sense,25,26,36,17,28,19
PROKKA_00109_antis,5,2,10,2,3,6
PROKKA_00110_igtop,49,36,36,35,71,39
PROKKA_00110_igbot,1,0,6,1,2,2
PROKKA_00110_sense,7,10,3,9,11,3
PROKKA_00110_antis,15,6,15,8,10,4
PROKKA_00111_igtop,0,0,0,0,0,0
PROKKA_00111_igbot,0,0,0,0,0,0
PROKKA_00111_sense,1,1,2,3,4,1
PROKKA_00111_antis,17,18,25,17,47,15
PROKKA_00112_igtop,0,0,0,0,0,0
PROKKA_00112_igbot,0,0,0,0,0,0
PROKKA_00112_sense,2,2,4,0,9,2
PROKKA_00112_antis,4,4,1,3,3,2
PROKKA_00113_igtop,0,0,0,0,0,0
PROKKA_00113_igbot,0,0,1,0,0,0
PROKKA_00113_sense,3,0,1,0,5,3
PROKKA_00113_antis,6,5,12,4,4,2
PROKKA_00114_igtop,0,0,0,0,1,0
PROKKA_00114_igbot,0,0,0,0,0,2
PROKKA_00114_sense,2,1,0,2,5,1
PROKKA_00114_antis,0,0,4,0,0,1
PROKKA_00115_igtop,0,0,0,0,0,0
PROKKA_00115_igbot,0,0,0,0,0,0
PROKKA_00115_sense,0,0,0,1,1,1
PROKKA_00115_antis,0,0,0,0,0,0
PROKKA_00116_igtop,0,0,0,0,0,0
PROKKA_00116_igbot,0,0,0,0,0,0
PROKKA_00116_sense,0,0,1,2,0,0
PROKKA_00116_antis,0,0,0,0,0,0
PROKKA_00117_igtop,0,0,0,0,0,0
PROKKA_00117_igbot,0,0,1,0,0,0
PROKKA_00117_sense,0,0,1,0,1,1
PROKKA_00117_antis,0,1,1,0,1,2
PROKKA_00118_igtop,0,0,0,0,0,0
PROKKA_00118_igbot,0,0,0,0,0,0
PROKKA_00118_sense,4,6,18,6,11,6
PROKKA_00118_antis,29,14,27,15,30,16
PROKKA_00119_igtop,3,1,4,0,2,0
PROKKA_00119_igbot,0,0,0,1,0,0
PROKKA_00119_sense,50,55,51,50,79,39
PROKKA_00119_antis,20,14,11,9,14,8
PROKKA_00120_igtop,0,0,0,0,0,0
PROKKA_00120_igbot,1,1,1,1,0,1
PROKKA_00120_sense,21,14,32,12,24,9
PROKKA_00120_antis,14,5,17,11,1,5
PROKKA_00121_igtop,5,5,24,4,19,4
PROKKA_00121_igbot,0,0,1,0,1,0
PROKKA_00121_sense,15,9,19,11,11,6
PROKKA_00121_antis,4,0,3,1,1,2
PROKKA_00122_igtop,2,2,4,0,2,7
PROKKA_00122_igbot,0,1,1,0,0,0
PROKKA_00122_sense,20,16,21,30,40,11
PROKKA_00122_antis,1,0,4,0,0,1
PROKKA_00123_igtop,0,2,0,0,0,0
PROKKA_00123_igbot,0,0,0,0,0,0
PROKKA_00123_sense,4,0,5,2,5,2
PROKKA_00123_antis,0,1,1,0,2,0
PROKKA_00124_igtop,21,4,35,11,28,14
PROKKA_00124_igbot,0,1,4,2,0,0
PROKKA_00124_sense,13,11,22,12,18,14
PROKKA_00124_antis,11,6,9,5,5,9
PROKKA_00125_igtop,0,1,0,0,0,0
PROKKA_00125_igbot,0,0,0,0,0,0
PROKKA_00125_sense,18,11,7,5,7,10
PROKKA_00125_antis,0,0,2,0,1,0
PROKKA_00126_igtop,3,2,2,0,9,8
PROKKA_00126_igbot,0,0,0,0,0,1
PROKKA_00126_sense,6,2,4,2,7,5
PROKKA_00126_antis,0,0,0,0,4,1
PROKKA_00127_igtop,6,6,22,8,13,11
PROKKA_00127_igbot,3,5,2,3,3,4
PROKKA_00127_sense,18,46,58,26,52,31
PROKKA_00127_antis,0,3,5,3,0,0
PROKKA_00128_igtop,0,0,0,0,0,0
PROKKA_00128_igbot,1,0,0,0,0,0
PROKKA_00128_sense,12,17,16,5,11,14
PROKKA_00128_antis,0,2,1,1,1,1
PROKKA_00129_igtop,6,4,2,2,6,5
PROKKA_00129_igbot,33,21,49,13,8,14
PROKKA_00129_sense,36,46,61,9,20,18
PROKKA_00129_antis,2,0,1,2,3,1
PROKKA_00130_igtop,0,0,0,0,0,0
PROKKA_00130_igbot,0,0,0,0,0,0
PROKKA_00130_sense,218,162,123,66,104,104
PROKKA_00130_antis,1,1,1,0,1,0
PROKKA_00131_igtop,1,0,0,0,2,0
PROKKA_00131_igbot,11,4,6,13,1,7
PROKKA_00131_sense,63,55,55,26,42,21
PROKKA_00131_antis,0,0,3,0,0,0
PROKKA_00132_igtop,1,3,1,4,3,2
PROKKA_00132_igbot,0,0,0,0,0,0
PROKKA_00132_sense,6,1,5,3,8,2
PROKKA_00132_antis,1,1,0,0,1,0
PROKKA_00133_igtop,41,109,82,60,102,44
PROKKA_00133_igbot,0,2,0,0,0,0
PROKKA_00133_sense,434,659,918,475,469,331
PROKKA_00133_antis,5,70,45,11,4,32
PROKKA_00134_igtop,9,3,5,4,5,5
PROKKA_00134_igbot,1,0,0,0,0,2
PROKKA_00134_sense,2,7,0,1,2,2
PROKKA_00134_antis,19,24,35,32,21,16
PROKKA_00135_igtop,0,0,2,0,1,0
PROKKA_00135_igbot,4,5,2,1,1,2
PROKKA_00135_sense,70,72,75,54,88,40
PROKKA_00135_antis,1,0,2,3,1,0
PROKKA_00136_igtop,0,0,0,0,1,0
PROKKA_00136_igbot,18,6,11,7,15,9
PROKKA_00136_sense,19,11,13,8,15,4
PROKKA_00136_antis,0,0,0,1,0,1
PROKKA_00137_igtop,0,0,0,0,0,0
PROKKA_00137_igbot,0,0,0,0,0,0
PROKKA_00137_sense,4,10,7,4,6,6
PROKKA_00137_antis,3,0,2,1,0,1
PROKKA_00138_igtop,12,3,4,6,14,4
PROKKA_00138_igbot,1,3,3,3,1,1
PROKKA_00138_sense,13,14,12,9,17,15
PROKKA_00138_antis,6,2,3,0,2,2
PROKKA_00139_igtop,0,0,0,0,0,1
PROKKA_00139_igbot,0,0,0,0,0,0
PROKKA_00139_sense,4,8,9,6,27,4
PROKKA_00139_antis,6,1,2,3,4,9
PROKKA_00140_igtop,2,1,1,1,3,1
PROKKA_00140_igbot,3,3,3,3,15,3
PROKKA_00140_sense,1,0,2,4,3,4
PROKKA_00140_antis,1,1,4,5,7,1
PROKKA_00141_igtop,3,0,0,0,0,0
PROKKA_00141_igbot,0,0,0,0,0,0
PROKKA_00141_sense,1,0,0,0,0,1
PROKKA_00141_antis,1,0,0,0,2,0
PROKKA_00142_igtop,0,0,0,0,0,0
PROKKA_00142_igbot,0,0,0,0,0,0
PROKKA_00142_sense,3,1,3,0,3,0
