  locus,TER16,TER17,TER18,TER13,TER14,TER15
PROKKA_00058_sense,0,0,0,1,0,2
PROKKA_00058_antis,0,0,1,0,1,0
PROKKA_00059_igtop,0,0,0,0,0,0
PROKKA_00059_igbot,18,5,8,14,11,11
PROKKA_00059_sense,11,17,26,15,8,14
PROKKA_00059_antis,1,1,2,1,1,0
PROKKA_00060_igtop,0,0,0,0,0,0
PROKKA_00060_igbot,13,18,24,24,25,32
PROKKA_00060_sense,34,52,54,60,47,54
PROKKA_00060_antis,0,3,0,0,0,2
PROKKA_00061_igtop,0,0,0,0,0,0
PROKKA_00061_igbot,2,0,1,1,4,2
PROKKA_00061_sense,8,21,23,15,14,11
PROKKA_00061_antis,0,1,1,0,2,0
PROKKA_00062_igtop,0,0,0,0,0,0
PROKKA_00062_igbot,0,0,1,0,0,0
PROKKA_00062_sense,0,6,0,2,2,2
PROKKA_00062_antis,2,2,0,2,5,0
PROKKA_00063_igtop,0,0,0,0,0,0
PROKKA_00063_igbot,0,0,0,0,0,0
PROKKA_00063_sense,0,1,0,0,2,0
PROKKA_00063_antis,0,0,0,1,0,0
PROKKA_00064_igtop,2,2,0,3,1,2
PROKKA_00064_igbot,0,0,0,0,0,0
PROKKA_00064_sense,4,1,4,8,2,2
PROKKA_00064_antis,0,0,1,1,1,1
PROKKA_00065_igtop,39,68,84,47,21,35
PROKKA_00065_igbot,0,0,0,1,0,0
PROKKA_00065_sense,60,31,44,32,30,37
PROKKA_00065_antis,1,0,0,2,2,0
PROKKA_00066_igtop,0,0,0,0,0,0
PROKKA_00066_igbot,0,0,0,0,0,0
PROKKA_00066_sense,0,0,2,0,0,1
PROKKA_00066_antis,2,2,3,2,0,2
PROKKA_00067_igtop,0,1,0,0,0,0
PROKKA_00067_igbot,0,0,0,1,0,0
PROKKA_00067_sense,0,2,0,3,1,2
PROKKA_00067_antis,1,1,1,2,0,1
PROKKA_00068_igtop,0,0,0,0,0,0
PROKKA_00068_igbot,0,0,3,0,3,4
PROKKA_00068_sense,7,12,9,11,7,8
PROKKA_00068_antis,8,9,4,1,4,3
PROKKA_00069_igtop,0,0,0,0,0,0
PROKKA_00069_igbot,0,0,0,0,0,0
PROKKA_00069_sense,20,25,23,27,15,26
PROKKA_00069_antis,4,6,3,10,6,9
PROKKA_00070_igtop,0,0,0,0,0,0
PROKKA_00070_igbot,0,0,0,1,0,0
PROKKA_00070_sense,10,15,8,16,17,3
PROKKA_00070_antis,5,2,5,2,1,1
PROKKA_00071_igtop,0,0,0,0,0,0
PROKKA_00071_igbot,0,0,0,0,0,0
PROKKA_00071_sense,39,31,32,38,16,38
PROKKA_00071_antis,1,0,0,0,1,0
PROKKA_00072_igtop,5,9,13,8,9,19
PROKKA_00072_igbot,0,0,0,0,0,0
PROKKA_00072_sense,202,200,216,217,201,237
PROKKA_00072_antis,5,2,2,1,0,6
PROKKA_00073_igtop,0,0,0,0,0,0
PROKKA_00073_igbot,0,0,0,0,0,0
PROKKA_00073_sense,20,36,24,8,19,27
PROKKA_00073_antis,0,1,0,1,0,0
PROKKA_00074_igtop,2,1,2,1,0,1
PROKKA_00074_igbot,0,0,0,0,0,0
PROKKA_00074_sense,4,3,4,3,7,0
PROKKA_00074_antis,9,5,5,10,7,5
PROKKA_00075_igtop,0,0,0,0,0,0
PROKKA_00075_igbot,1,1,0,2,2,1
PROKKA_00075_sense,138,115,204,200,204,237
PROKKA_00075_antis,0,4,2,3,2,0
PROKKA_00076_igtop,0,1,0,0,0,1
PROKKA_00076_igbot,207,168,250,284,313,349
PROKKA_00076_sense,374,458,459,373,291,454
PROKKA_00076_antis,13,8,10,7,5,13
PROKKA_00077_igtop,0,0,0,0,0,0
PROKKA_00077_igbot,0,0,0,0,0,0
PROKKA_00077_sense,3,9,11,13,9,4
PROKKA_00077_antis,0,0,0,0,0,0
PROKKA_00078_igtop,0,0,0,0,0,0
PROKKA_00078_igbot,0,1,0,0,0,0
PROKKA_00078_sense,0,0,0,0,0,0
PROKKA_00078_antis,0,0,0,0,0,0
PROKKA_00079_igtop,0,0,0,0,0,0
PROKKA_00079_igbot,0,3,3,6,3,5
PROKKA_00079_sense,46,54,31,49,53,52
PROKKA_00079_antis,1,0,2,1,1,2
PROKKA_00080_igtop,0,0,0,0,0,0
PROKKA_00080_igbot,0,0,0,0,0,0
PROKKA_00080_sense,16,14,11,20,22,12
PROKKA_00080_antis,0,0,0,0,0,0
PROKKA_00081_igtop,0,0,0,0,0,0
PROKKA_00081_igbot,4,1,4,5,6,6
PROKKA_00081_sense,5,4,6,2,6,4
PROKKA_00081_antis,0,0,1,0,0,0
PROKKA_00082_igtop,0,0,0,0,0,0
PROKKA_00082_igbot,0,0,0,0,0,0
PROKKA_00082_sense,67,61,74,93,88,74
PROKKA_00082_antis,1,4,2,0,9,2
PROKKA_00083_igtop,0,0,0,0,0,0
PROKKA_00083_igbot,0,0,0,0,0,0
PROKKA_00083_sense,8,11,12,23,14,14
PROKKA_00083_antis,1,0,1,0,1,0
PROKKA_00084_igtop,0,0,0,0,0,0
PROKKA_00084_igbot,0,0,0,0,0,0
PROKKA_00084_sense,7,6,9,15,12,20
PROKKA_00084_antis,0,2,2,3,0,2
PROKKA_00085_igtop,0,0,0,0,0,0
PROKKA_00085_igbot,0,0,0,0,0,1
PROKKA_00085_sense,6,10,8,12,7,11
PROKKA_00085_antis,0,1,0,0,0,0
PROKKA_00086_igtop,1,0,0,1,0,0
PROKKA_00086_igbot,12,3,2,7,10,7
PROKKA_00086_sense,68,98,85,87,85,98
PROKKA_00086_antis,1,1,0,2,1,0
PROKKA_00087_igtop,427,1296,1122,832,825,1269
PROKKA_00087_igbot,883,343,705,538,404,529
PROKKA_00087_sense,206,158,210,339,298,532
PROKKA_00087_antis,1,0,0,1,0,0
PROKKA_00088_igtop,16,2,9,11,18,17
PROKKA_00088_igbot,0,0,0,0,0,0
PROKKA_00088_sense,143,109,130,253,238,316
PROKKA_00088_antis,0,0,0,0,1,0
PROKKA_00089_igtop,6,6,6,16,19,17
PROKKA_00089_igbot,0,0,0,0,1,0
PROKKA_00089_sense,308,285,389,587,544,624
PROKKA_00089_antis,4,7,4,4,9,1
PROKKA_00090_igtop,22,15,32,26,32,21
PROKKA_00090_igbot,0,0,0,0,0,0
PROKKA_00090_sense,58,52,66,103,83,83
PROKKA_00090_antis,1,0,0,1,0,1
PROKKA_00091_igtop,4,2,6,3,9,10
PROKKA_00091_igbot,6,0,0,1,0,0
PROKKA_00091_sense,6,4,6,6,8,8
PROKKA_00091_antis,2,2,2,0,1,0
PROKKA_00092_igtop,0,0,0,0,0,0
PROKKA_00092_igbot,0,0,0,0,0,0
PROKKA_00092_sense,11,13,16,11,22,12
PROKKA_00092_antis,1,1,0,0,0,0
PROKKA_00093_igtop,0,0,0,0,0,0
PROKKA_00093_igbot,0,0,0,0,0,0
PROKKA_00093_sense,10,13,17,16,15,15
PROKKA_00093_antis,0,0,0,0,0,0
PROKKA_00094_igtop,0,0,0,0,0,0
PROKKA_00094_igbot,0,0,0,0,0,0
PROKKA_00094_sense,22,25,48,44,37,37
PROKKA_00094_antis,1,1,0,1,1,0
PROKKA_00095_igtop,0,0,0,0,0,0
PROKKA_00095_igbot,0,0,0,0,0,0
PROKKA_00095_sense,55,47,62,90,81,54
PROKKA_00095_antis,0,2,3,1,1,0
PROKKA_00096_igtop,0,4,1,2,0,2
PROKKA_00096_igbot,0,0,0,0,0,0
PROKKA_00096_sense,34,40,29,51,44,40
PROKKA_00096_antis,5,3,3,1,5,3
PROKKA_00097_igtop,1,0,0,1,1,0
PROKKA_00097_igbot,0,0,2,3,0,0
PROKKA_00097_sense,17,14,13,17,7,9
PROKKA_00097_antis,0,1,3,7,3,0
PROKKA_00098_igtop,0,0,0,0,0,0
PROKKA_00098_igbot,0,0,0,0,0,0
PROKKA_00098_sense,83,128,84,93,86,115
PROKKA_00098_antis,2,3,1,1,2,5
PROKKA_00099_igtop,0,0,0,0,0,0
PROKKA_00099_igbot,0,0,1,1,0,0
PROKKA_00099_sense,94,91,161,98,104,166
PROKKA_00099_antis,3,0,1,0,0,0
PROKKA_00100_igtop,17,22,14,18,20,16
PROKKA_00100_igbot,1,1,1,0,0,1
PROKKA_00100_sense,33,48,36,55,50,61
PROKKA_00100_antis,2,4,1,8,7,0
PROKKA_00101_igtop,1,0,0,0,0,0
PROKKA_00101_igbot,0,0,0,0,0,0
PROKKA_00101_sense,1,0,2,0,0,0
PROKKA_00101_antis,0,0,0,0,0,0
PROKKA_00102_igtop,0,0,0,0,0,0
PROKKA_00102_igbot,0,0,0,0,0,0
PROKKA_00102_sense,1,0,1,3,1,1
PROKKA_00102_antis,1,0,0,0,1,0
PROKKA_00103_igtop,0,0,0,0,0,0
PROKKA_00103_igbot,0,0,0,0,0,0
PROKKA_00103_sense,1,0,4,3,1,1
PROKKA_00103_antis,2,0,0,0,0,0
PROKKA_00104_igtop,0,0,0,0,0,0
PROKKA_00104_igbot,0,0,0,0,0,0
PROKKA_00104_sense,101,87,125,141,130,177
PROKKA_00104_antis,4,10,13,15,7,8
PROKKA_00105_igtop,3,6,4,10,8,3
PROKKA_00105_igbot,0,1,0,0,1,2
PROKKA_00105_sense,38,29,34,28,36,31
PROKKA_00105_antis,10,8,13,4,4,8
PROKKA_00106_igtop,0,0,0,0,0,0
PROKKA_00106_igbot,0,0,0,0,0,0
PROKKA_00106_sense,7,3,5,4,4,3
PROKKA_00106_antis,2,2,2,1,1,0
PROKKA_00107_igtop,61,82,82,55,77,51
PROKKA_00107_igbot,34,32,47,22,31,32
PROKKA_00107_sense,122,102,122,98,110,95
PROKKA_00107_antis,5,4,0,1,0,1
PROKKA_00108_igtop,12,16,9,9,19,18
PROKKA_00108_igbot,0,1,0,0,1,0
PROKKA_00108_sense,1,1,4,8,4,2
PROKKA_00108_antis,10,6,11,9,4,5
PROKKA_00109_igtop,0,0,0,0,0,0
PROKKA_00109_igbot,0,0,0,0,0,0
PROKKA_00109_sense,10,36,26,15,25,24
PROKKA_00109_antis,7,8,14,10,11,3
PROKKA_00110_igtop,20,41,37,27,24,27
PROKKA_00110_igbot,5,4,6,3,5,3
PROKKA_00110_sense,1,10,6,5,5,6
PROKKA_00110_antis,7,1,9,5,9,9
PROKKA_00111_igtop,0,1,0,0,0,0
PROKKA_00111_igbot,0,0,0,0,0,0
PROKKA_00111_sense,1,4,0,3,2,0
PROKKA_00111_antis,18,34,12,9,10,15
PROKKA_00112_igtop,0,0,0,0,0,0
PROKKA_00112_igbot,0,0,0,0,0,0
PROKKA_00112_sense,1,3,2,2,1,1
PROKKA_00112_antis,0,3,2,1,2,4
PROKKA_00113_igtop,0,0,0,0,0,0
PROKKA_00113_igbot,0,1,0,0,0,0
PROKKA_00113_sense,0,1,4,0,1,1
PROKKA_00113_antis,5,8,8,6,5,6
PROKKA_00114_igtop,0,0,0,0,0,0
PROKKA_00114_igbot,0,0,1,0,0,0
PROKKA_00114_sense,1,1,4,3,0,1
PROKKA_00114_antis,0,0,1,0,1,0
PROKKA_00115_igtop,0,0,0,0,0,0
PROKKA_00115_igbot,0,0,0,0,0,0
PROKKA_00115_sense,0,1,0,1,0,0
PROKKA_00115_antis,0,0,0,2,0,1
PROKKA_00116_igtop,0,0,0,0,0,0
PROKKA_00116_igbot,0,0,0,0,0,0
PROKKA_00116_sense,0,0,1,0,0,2
PROKKA_00116_antis,0,0,0,0,1,1
PROKKA_00117_igtop,0,0,0,0,0,0
PROKKA_00117_igbot,0,0,0,0,1,1
PROKKA_00117_sense,0,0,1,0,2,0
PROKKA_00117_antis,0,0,0,0,1,2
PROKKA_00118_igtop,0,0,0,0,0,0
PROKKA_00118_igbot,0,0,0,0,0,0
PROKKA_00118_sense,8,11,6,5,7,7
PROKKA_00118_antis,19,27,23,19,23,16
PROKKA_00119_igtop,2,2,1,1,0,0
PROKKA_00119_igbot,0,2,0,0,0,1
PROKKA_00119_sense,22,33,48,27,38,28
PROKKA_00119_antis,9,10,19,21,18,12
PROKKA_00120_igtop,0,0,0,0,0,0
PROKKA_00120_igbot,2,1,0,1,2,1
PROKKA_00120_sense,11,24,15,17,13,19
PROKKA_00120_antis,9,10,13,9,14,10
PROKKA_00121_igtop,11,3,6,2,3,4
PROKKA_00121_igbot,0,0,1,0,0,1
PROKKA_00121_sense,10,15,9,15,8,9
PROKKA_00121_antis,2,1,3,2,2,3
PROKKA_00122_igtop,2,2,1,8,0,3
PROKKA_00122_igbot,0,0,0,0,0,0
PROKKA_00122_sense,19,16,26,24,13,21
PROKKA_00122_antis,1,1,0,0,0,2
PROKKA_00123_igtop,0,0,0,0,0,0
PROKKA_00123_igbot,0,0,0,0,0,0
PROKKA_00123_sense,2,3,4,5,4,1
PROKKA_00123_antis,1,0,1,0,1,1
PROKKA_00124_igtop,24,45,33,21,28,26
PROKKA_00124_igbot,3,5,6,4,2,1
PROKKA_00124_sense,15,23,15,24,17,13
PROKKA_00124_antis,2,6,4,6,6,7
PROKKA_00125_igtop,0,0,1,2,0,0
PROKKA_00125_igbot,0,0,0,0,0,0
PROKKA_00125_sense,10,12,12,6,5,11
PROKKA_00125_antis,0,2,0,0,0,0
PROKKA_00126_igtop,1,2,7,4,4,2
PROKKA_00126_igbot,0,0,0,0,0,0
PROKKA_00126_sense,6,0,1,6,0,8
PROKKA_00126_antis,1,1,0,3,0,0
PROKKA_00127_igtop,13,6,10,11,15,14
PROKKA_00127_igbot,1,0,2,0,1,3
PROKKA_00127_sense,11,22,23,39,13,30
PROKKA_00127_antis,0,2,2,3,4,0
PROKKA_00128_igtop,0,0,0,0,0,0
PROKKA_00128_igbot,0,0,0,0,0,0
PROKKA_00128_sense,20,7,25,13,13,14
PROKKA_00128_antis,0,1,0,1,1,2
PROKKA_00129_igtop,0,2,5,10,4,3
PROKKA_00129_igbot,24,20,43,31,18,37
PROKKA_00129_sense,48,54,47,35,40,36
PROKKA_00129_antis,0,0,0,0,0,1
PROKKA_00130_igtop,0,0,0,0,0,0
PROKKA_00130_igbot,0,0,0,0,0,0
PROKKA_00130_sense,152,193,231,189,142,208
PROKKA_00130_antis,0,1,1,0,0,1
PROKKA_00131_igtop,0,0,1,1,0,0
PROKKA_00131_igbot,2,1,7,7,6,11
PROKKA_00131_sense,56,38,40,48,60,69
PROKKA_00131_antis,1,1,0,0,0,1
PROKKA_00132_igtop,2,5,6,3,3,4
PROKKA_00132_igbot,0,0,0,0,0,0
PROKKA_00132_sense,5,4,4,5,3,5
PROKKA_00132_antis,2,0,0,1,0,0
PROKKA_00133_igtop,52,79,75,55,50,59
PROKKA_00133_igbot,0,2,0,0,0,0
PROKKA_00133_sense,725,611,709,568,474,517
PROKKA_00133_antis,2,41,4,10,8,4
PROKKA_00134_igtop,6,5,3,8,6,10
PROKKA_00134_igbot,0,0,0,0,1,0
PROKKA_00134_sense,2,4,3,5,3,2
PROKKA_00134_antis,19,29,34,24,27,35
PROKKA_00135_igtop,1,0,0,1,0,0
PROKKA_00135_igbot,4,3,4,2,7,3
PROKKA_00135_sense,90,86,85,72,94,85
PROKKA_00135_antis,1,2,3,2,2,0
PROKKA_00136_igtop,0,1,1,1,0,0
PROKKA_00136_igbot,19,6,16,13,13,14
PROKKA_00136_sense,18,10,11,8,16,11
PROKKA_00136_antis,0,0,0,0,0,0
PROKKA_00137_igtop,0,0,0,0,0,0
PROKKA_00137_igbot,0,0,0,0,0,0
PROKKA_00137_sense,5,5,2,5,3,5
PROKKA_00137_antis,2,1,5,0,0,1
PROKKA_00138_igtop,5,6,9,8,5,8
PROKKA_00138_igbot,1,4,2,1,0,2
PROKKA_00138_sense,14,10,6,13,14,8
PROKKA_00138_antis,2,1,2,3,6,5
PROKKA_00139_igtop,0,1,0,0,0,0
PROKKA_00139_igbot,0,1,0,0,2,0
PROKKA_00139_sense,13,5,9,6,11,8
PROKKA_00139_antis,5,1,6,5,4,5
PROKKA_00140_igtop,0,0,3,0,3,1
PROKKA_00140_igbot,4,6,8,2,3,7
PROKKA_00140_sense,0,3,2,2,3,0
PROKKA_00140_antis,0,2,0,2,2,0
PROKKA_00141_igtop,0,0,0,0,0,0
PROKKA_00141_igbot,0,0,0,1,0,0
PROKKA_00141_sense,0,0,0,0,0,0
PROKKA_00141_antis,1,1,0,1,0,1
PROKKA_00142_igtop,0,0,0,0,0,0
PROKKA_00142_igbot,0,0,0,0,0,0
PROKKA_00142_sense,0,2,0,4,0,0
